id,MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
4290,3,6,6,8,4,5,6,3,5,4,7,4,2,2,10,2,3,4,9,3,0.5
4291,2,3,10,5,6,6,1,2,6,2,6,8,5,6,10,1,5,8,4,4,0.53
4292,7,7,4,6,3,5,4,4,3,1,5,1,6,5,6,7,6,5,8,5,0.475
4293,6,5,2,6,8,4,9,4,6,5,6,4,5,5,4,9,2,2,3,2,0.475
4294,9,0,1,6,1,5,6,3,3,6,9,8,7,6,2,4,6,5,2,5,0.47
4295,6,9,8,3,3,4,5,5,3,4,8,5,2,5,6,7,5,3,6,4,0.525
4296,1,2,4,3,6,4,8,5,3,4,8,4,5,4,5,7,5,5,3,6,0.435
4297,5,10,5,5,5,3,8,6,5,6,1,3,2,4,5,4,5,6,10,5,0.52
4298,1,6,10,12,5,3,5,3,4,3,6,3,3,8,3,3,5,5,7,4,0.495
4299,6,3,7,4,3,9,3,3,9,6,8,9,4,1,7,3,8,6,4,5,0.57
4300,9,6,5,8,3,6,2,4,6,2,5,6,4,8,4,4,4,1,2,8,0.485
4301,6,9,5,3,4,3,7,5,8,4,8,3,4,4,3,3,3,3,7,2,0.51
4302,4,2,5,0,4,1,3,4,5,7,5,3,8,7,7,3,9,4,10,6,0.51
4303,3,5,5,5,4,7,2,6,9,5,7,4,2,5,5,4,3,3,6,4,0.49
4304,4,5,2,5,5,3,2,2,6,1,4,6,2,4,3,3,2,4,8,7,0.39
4305,7,4,5,7,3,5,6,5,3,4,2,6,9,0,5,4,9,7,3,5,0.52
4306,4,6,5,4,6,5,3,4,6,2,9,6,2,6,5,5,7,6,2,3,0.5
4307,3,8,4,8,4,5,4,9,9,4,5,7,5,4,4,8,3,10,4,5,0.6
4308,3,3,2,4,6,3,3,8,9,2,8,6,10,6,6,3,7,6,7,6,0.565
4309,5,4,4,9,7,3,4,5,10,2,10,4,5,7,4,6,6,5,5,2,0.54
4310,4,4,6,4,7,2,6,6,6,1,4,6,9,5,3,6,5,6,6,2,0.5
4311,4,9,3,3,4,3,3,4,5,3,3,5,5,9,7,7,3,5,8,6,0.495
4312,8,3,3,5,5,5,7,6,2,4,5,3,3,6,3,7,3,3,3,8,0.515
4313,5,6,5,5,3,4,5,4,5,6,4,8,5,1,7,2,3,5,5,3,0.45
4314,3,10,8,5,2,3,4,4,4,6,7,7,8,1,2,4,6,6,5,5,0.54
4315,6,7,2,8,5,4,5,4,3,6,5,5,6,4,7,4,6,4,6,4,0.54
4316,6,2,5,8,7,8,4,6,10,3,5,4,3,5,5,4,6,4,6,6,0.56
4317,1,2,3,6,2,4,2,6,2,3,7,2,5,8,3,4,4,4,5,2,0.37
4318,4,4,3,5,5,7,4,4,1,5,5,8,4,7,4,5,4,4,4,2,0.44
4319,3,5,4,3,4,7,5,4,5,3,8,2,2,8,6,3,6,5,5,4,0.505
4320,2,9,6,4,2,4,5,5,9,2,4,9,3,7,3,3,5,4,6,7,0.505
4321,6,6,2,4,4,6,8,5,6,3,3,8,5,4,5,3,3,5,4,3,0.48
4322,3,6,3,4,3,6,8,5,2,6,3,5,8,4,4,6,5,5,8,3,0.475
4323,3,6,5,5,7,6,2,9,6,4,6,6,5,10,3,5,5,5,2,1,0.525
4324,7,5,6,6,7,5,4,5,5,2,3,8,2,6,7,4,4,7,4,5,0.55
4325,8,4,5,8,7,5,2,5,7,10,5,5,4,1,4,1,7,6,4,2,0.555
4326,6,8,4,5,8,7,5,3,8,5,8,3,3,2,5,6,9,2,4,3,0.535
4327,5,3,4,6,10,5,3,3,4,9,5,3,6,5,3,12,4,3,4,3,0.53
4328,3,4,5,2,1,6,3,5,4,3,5,7,6,2,3,7,6,5,4,4,0.4
4329,7,7,2,5,3,4,12,5,4,7,1,3,7,15,1,3,6,5,6,7,0.575
4330,4,7,5,7,10,4,4,5,6,2,7,3,6,7,5,5,9,7,5,5,0.615
4331,5,5,1,6,8,7,5,6,3,5,5,9,8,4,4,6,4,6,5,5,0.54
4332,3,7,9,6,2,3,4,2,3,5,5,5,5,3,4,5,5,4,6,6,0.505
4333,1,5,6,6,3,4,9,8,2,3,6,4,5,4,3,3,8,2,3,7,0.485
4334,4,2,4,4,7,8,3,3,3,3,5,4,7,3,8,4,3,7,6,9,0.485
4335,1,4,5,4,6,2,8,3,8,5,3,5,9,6,4,3,6,5,5,3,0.47
4336,6,7,5,14,5,2,4,5,3,2,3,3,3,6,5,8,5,3,4,2,0.47
4337,3,4,7,7,3,5,2,5,4,7,5,6,2,4,8,6,6,3,6,1,0.515
4338,4,4,3,7,10,9,7,4,6,6,5,3,10,4,4,1,6,5,2,9,0.55
4339,7,0,1,5,3,6,1,4,7,11,4,4,7,6,9,3,6,2,6,6,0.485
4340,1,5,7,5,4,4,1,2,4,1,6,8,4,9,13,4,9,2,3,4,0.5
4341,5,6,2,4,1,5,10,7,5,6,2,3,5,12,5,5,2,4,8,2,0.53
4342,5,5,6,5,5,7,6,4,2,2,4,3,8,5,7,5,4,3,6,7,0.52
4343,3,7,4,5,4,1,4,2,5,6,5,4,2,1,4,3,9,3,3,2,0.365
4344,12,6,3,2,3,5,3,8,3,6,5,8,6,5,5,3,5,6,4,8,0.555
4345,4,5,9,4,5,3,7,5,5,5,2,2,3,9,4,8,4,8,4,3,0.5
4346,7,4,5,7,6,5,9,4,6,5,5,4,8,6,4,3,5,6,6,7,0.57
4347,6,4,5,8,3,7,2,4,4,5,5,3,4,5,4,3,6,4,3,8,0.46
4348,5,6,4,4,4,7,4,4,11,4,5,4,9,5,7,9,4,2,5,7,0.56
4349,3,3,6,5,6,2,2,8,3,9,4,5,5,3,3,9,7,4,5,2,0.49
4350,1,2,7,5,4,5,3,2,5,6,6,8,4,2,8,4,7,9,7,5,0.495
4351,5,7,8,7,5,6,6,4,6,5,5,10,5,6,7,2,3,6,2,4,0.565
4352,4,4,5,5,5,4,5,7,5,8,3,2,5,4,2,3,4,3,6,6,0.435
4353,7,2,6,8,4,6,4,7,4,8,3,5,5,5,3,8,3,4,6,9,0.545
4354,2,2,7,3,5,9,2,8,7,5,3,4,3,6,7,6,2,4,4,8,0.475
4355,5,5,4,5,2,7,3,5,5,8,5,7,6,9,6,3,4,5,3,3,0.53
4356,7,7,1,5,4,7,5,6,7,8,5,4,6,3,5,3,5,4,3,3,0.475
4357,4,4,10,6,2,6,5,4,5,4,3,3,3,5,4,6,4,3,6,5,0.44
4358,7,5,5,3,7,5,7,3,7,2,8,4,5,3,4,5,4,7,4,2,0.475
4359,6,3,4,3,7,4,5,4,1,3,3,5,7,9,4,4,7,9,3,3,0.445
4360,5,3,3,2,7,3,6,3,6,6,4,5,8,2,11,5,3,3,3,6,0.515
4361,7,6,4,6,3,5,6,5,5,5,9,2,4,5,3,6,3,4,4,4,0.48
4362,6,4,3,5,4,3,2,3,2,5,4,6,1,7,5,9,5,9,9,4,0.5
4363,3,2,4,5,1,2,2,4,2,5,7,5,5,6,6,4,5,5,4,5,0.4
4364,5,4,4,5,5,5,6,4,4,5,4,4,6,5,4,4,4,6,10,3,0.51
4365,7,6,4,5,4,4,6,6,8,7,3,4,3,3,5,10,4,7,4,6,0.555
4366,4,6,7,6,5,4,7,4,5,5,8,9,6,4,9,7,3,5,7,5,0.61
4367,5,4,6,6,3,5,4,5,2,4,3,5,4,2,3,3,4,6,3,9,0.43
4368,7,4,6,3,3,3,5,6,2,2,6,9,4,7,8,13,6,2,1,4,0.505
4369,2,6,8,1,4,4,7,2,4,7,6,7,7,3,7,5,6,6,5,2,0.495
4370,3,10,4,7,8,4,6,8,4,2,0,4,4,4,5,2,4,1,5,4,0.425
4371,7,4,5,8,9,4,6,5,3,7,3,4,6,4,6,10,7,4,9,5,0.61
4372,8,4,5,7,4,6,3,5,6,5,8,8,5,4,3,4,7,5,3,7,0.545
4373,4,6,5,4,4,7,10,6,2,5,7,6,4,7,3,4,5,4,6,5,0.535
4374,3,6,4,3,2,10,2,6,6,4,7,5,5,8,7,5,4,1,2,4,0.45
4375,4,7,5,5,7,3,3,6,5,6,5,4,6,7,1,10,4,8,0,4,0.515
4376,2,5,3,1,5,5,5,7,7,8,6,8,6,6,2,3,6,5,5,4,0.515
4377,1,8,5,5,5,4,6,4,9,7,8,5,4,4,1,6,3,4,11,3,0.525
4378,4,1,12,2,6,3,5,4,8,2,9,7,4,4,9,3,5,4,6,7,0.535
4379,5,5,7,2,4,2,2,9,7,5,7,4,8,4,5,2,4,5,4,7,0.52
4380,5,8,10,3,5,7,4,3,2,4,4,2,8,4,2,5,5,4,3,2,0.46
4381,4,3,11,6,4,6,9,4,4,4,7,4,3,6,3,3,4,5,4,4,0.49
4382,2,11,4,5,4,9,5,5,2,8,5,5,6,5,7,6,5,4,4,3,0.535
4383,9,4,3,7,9,8,2,3,7,3,7,4,5,6,5,4,3,6,2,5,0.525
4384,5,3,5,10,4,5,7,8,2,4,8,5,3,6,6,4,3,1,6,2,0.485
4385,6,3,4,5,6,4,4,7,6,3,9,5,9,5,4,4,4,4,6,6,0.56
4386,4,7,2,2,5,9,8,4,6,7,5,3,6,3,5,6,2,5,5,3,0.465
4387,3,10,6,6,3,3,6,3,4,5,6,3,5,7,6,6,1,3,6,7,0.495
4388,3,4,6,5,8,7,8,4,5,6,4,3,6,6,6,3,8,7,5,6,0.56
4389,5,4,6,4,1,5,7,7,1,6,4,7,4,2,6,7,5,4,6,7,0.475
4390,4,5,6,4,5,8,5,4,5,4,2,5,8,4,7,4,5,8,7,7,0.57
4391,6,5,4,4,3,4,2,3,6,7,4,5,2,1,4,7,3,10,4,8,0.435
4392,6,6,4,2,6,3,3,7,4,11,6,2,3,3,5,3,6,8,4,3,0.52
4393,1,3,5,9,9,2,8,7,4,7,4,5,8,3,4,5,2,1,7,1,0.515
4394,6,3,3,3,5,9,4,3,4,5,4,5,5,4,5,10,4,6,2,4,0.515
4395,6,7,5,4,4,9,4,4,8,8,4,4,1,3,2,3,2,7,4,5,0.47
4396,3,7,4,5,4,5,2,5,2,6,4,2,4,5,8,7,5,6,6,3,0.46
4397,6,6,8,4,5,13,3,2,6,3,1,7,0,2,1,5,6,1,6,7,0.435
4398,4,6,5,10,2,5,3,10,5,2,6,4,5,3,7,4,5,2,3,10,0.505
4399,3,3,5,5,8,4,3,5,5,6,3,3,4,3,7,3,3,5,8,5,0.505
4400,4,4,3,3,1,1,6,4,8,6,5,3,6,8,7,4,4,2,3,3,0.42
4401,7,5,9,3,6,3,7,2,5,5,4,7,1,3,7,5,6,3,3,8,0.54
4402,4,1,2,5,3,2,6,8,3,4,2,5,7,6,2,5,5,3,4,3,0.4
4403,4,6,8,7,4,9,5,5,5,4,6,3,4,0,6,7,2,3,3,5,0.5
4404,3,6,4,3,6,5,4,4,9,6,4,3,5,6,5,5,2,4,3,7,0.445
4405,7,7,7,3,2,6,5,10,5,3,6,4,2,3,3,6,5,1,5,2,0.485
4406,10,6,6,3,6,5,5,6,2,7,9,4,3,3,9,7,4,6,5,4,0.59
4407,4,6,6,0,3,3,6,3,6,3,7,7,8,3,6,5,6,4,8,6,0.54
4408,6,2,2,9,7,3,3,2,3,4,8,7,4,7,5,2,2,10,6,5,0.51
4409,8,4,4,4,3,3,2,5,3,5,5,3,2,6,7,5,3,8,4,2,0.43
4410,2,4,5,6,8,4,4,6,3,3,5,4,8,4,6,4,2,3,3,3,0.44
4411,4,7,3,5,5,4,4,5,5,3,5,8,3,8,3,5,4,4,7,5,0.48
4412,2,8,2,5,4,5,4,4,3,7,6,6,8,2,1,4,10,2,6,3,0.515
4413,6,5,5,2,1,5,1,5,9,4,4,7,4,10,6,5,6,8,10,3,0.545
4414,1,3,4,2,6,8,9,8,2,12,5,7,5,7,5,8,5,4,3,10,0.58
4415,4,9,5,4,6,2,4,4,8,6,5,7,8,5,2,6,4,5,5,4,0.525
4416,8,5,5,10,10,7,4,7,5,5,3,2,4,5,4,2,4,4,5,0,0.515
4417,7,4,5,9,5,4,4,3,4,5,1,6,1,2,5,4,5,3,9,9,0.515
4418,6,2,8,3,7,2,1,4,6,4,3,4,8,6,8,4,5,2,6,6,0.47
4419,5,6,4,4,3,9,9,7,4,2,4,4,3,4,3,6,2,4,3,6,0.51
4420,10,6,2,4,6,4,5,4,5,6,3,6,2,9,4,9,3,5,5,2,0.515
4421,5,7,7,6,3,8,4,3,6,3,4,4,3,2,5,4,3,9,6,3,0.47
4422,2,5,3,5,3,5,5,5,4,4,6,3,2,8,5,6,6,9,9,2,0.485
4423,6,5,7,2,4,4,7,5,8,5,6,10,2,6,4,2,4,4,3,6,0.555
4424,3,9,3,2,5,2,6,5,9,6,4,8,6,7,2,6,2,7,4,3,0.5
4425,1,6,6,4,5,6,4,11,6,6,2,6,4,7,7,6,7,3,3,7,0.545
4426,4,4,7,4,6,3,4,7,3,6,5,2,7,10,2,9,6,1,1,5,0.49
4427,3,5,5,4,6,4,2,10,5,6,5,4,4,8,7,3,5,5,4,6,0.505
4428,5,2,8,4,6,5,6,10,5,2,7,1,5,7,5,11,4,7,10,6,0.615
4429,2,3,5,2,5,3,6,4,5,6,6,4,6,5,5,5,6,6,2,5,0.455
4430,6,3,5,6,4,9,5,3,9,4,2,3,4,5,3,7,4,6,6,2,0.49
4431,4,4,4,5,7,7,8,7,2,2,4,4,4,5,4,6,5,4,7,1,0.46
4432,6,3,11,5,5,3,9,3,3,6,8,6,3,4,2,4,1,4,2,4,0.505
4433,3,8,4,12,5,7,4,6,4,3,7,5,6,5,5,6,5,3,2,5,0.53
4434,2,3,6,5,3,2,7,1,1,5,3,6,8,2,8,1,4,4,8,4,0.395
4435,9,4,0,6,0,11,9,3,4,3,3,4,3,6,6,6,10,2,3,5,0.475
4436,11,3,5,6,6,9,4,5,6,7,9,3,2,8,5,5,5,8,2,2,0.595
4437,5,2,3,9,6,5,1,7,4,4,5,3,4,8,6,5,9,5,5,4,0.54
4438,7,0,5,10,5,1,7,1,7,1,4,5,3,5,3,9,10,1,2,4,0.425
4439,6,3,7,6,7,3,7,3,10,4,9,10,3,5,3,2,3,3,3,0,0.485
4440,6,8,5,4,3,6,2,3,2,6,5,4,9,9,8,5,2,5,2,5,0.52
4441,6,11,5,6,4,5,7,5,4,4,3,6,3,3,5,2,4,0,5,3,0.495
4442,2,4,4,5,4,4,5,4,2,8,4,9,5,5,5,4,3,3,4,8,0.485
4443,3,10,4,8,5,5,6,0,5,5,3,5,1,8,5,5,8,6,6,2,0.495
4444,5,1,6,4,7,4,3,2,7,3,8,4,9,8,2,2,5,10,4,5,0.495
4445,4,3,8,7,4,6,7,3,4,3,3,5,8,2,5,4,3,5,4,4,0.44
4446,4,4,2,3,6,1,5,7,6,7,4,2,5,6,3,4,5,8,5,6,0.455
4447,8,2,1,3,3,8,7,6,3,6,4,6,5,4,6,3,9,10,2,4,0.53
4448,3,3,6,6,6,7,6,6,9,3,3,6,2,5,3,4,2,8,5,4,0.485
4449,3,9,5,7,5,7,4,3,5,7,2,6,4,5,9,6,5,7,3,5,0.54
4450,5,5,3,9,6,3,6,8,7,5,6,6,4,5,4,2,3,4,5,8,0.525
4451,5,5,4,5,7,3,8,11,7,3,7,7,7,4,3,4,7,4,3,2,0.555
4452,6,6,3,6,4,1,4,3,4,5,4,11,7,5,4,6,2,6,2,2,0.455
4453,6,3,7,6,3,4,3,5,6,3,5,2,4,9,3,5,2,5,3,7,0.45
4454,5,11,10,6,13,8,2,6,3,3,4,4,6,3,5,3,5,6,5,4,0.59
4455,6,7,9,6,3,7,6,6,8,8,3,4,5,3,5,6,5,5,4,4,0.575
4456,9,6,4,5,6,6,7,8,4,6,2,5,3,2,3,7,3,6,4,2,0.53
4457,8,3,3,6,6,6,5,2,7,4,2,8,5,2,4,5,6,6,3,7,0.49
4458,8,2,4,4,5,5,6,3,6,5,7,5,5,6,4,3,6,5,1,1,0.455
4459,5,5,2,0,3,1,9,3,5,5,4,7,5,6,4,9,3,2,7,5,0.425
4460,3,5,3,4,5,5,2,4,10,9,2,13,5,3,4,5,2,3,7,5,0.515
4461,7,7,4,2,3,4,3,5,5,4,7,5,4,3,4,7,10,4,2,7,0.5
4462,2,3,7,3,3,5,3,5,5,8,3,8,3,4,8,6,3,7,3,3,0.485
4463,7,6,8,1,5,0,7,6,6,6,9,5,8,3,5,2,1,3,4,3,0.515
4464,5,4,8,7,7,6,5,8,7,3,5,5,6,3,2,5,4,3,8,6,0.555
4465,4,7,11,5,6,5,5,8,2,6,4,5,6,3,4,7,3,9,4,5,0.58
4466,4,2,3,5,4,4,5,1,3,3,6,6,4,6,5,3,3,4,3,2,0.37
4467,6,4,4,2,3,7,8,8,6,5,5,2,6,1,2,3,6,6,4,5,0.46
4468,6,5,6,8,1,6,3,3,3,3,10,9,3,4,1,3,2,7,9,7,0.5
4469,6,5,7,5,5,4,5,6,5,5,3,5,4,3,5,6,11,3,7,6,0.545
4470,6,2,4,5,7,1,3,3,3,6,4,2,8,5,5,4,10,1,6,5,0.45
4471,6,4,6,5,2,2,6,3,6,8,3,6,5,3,1,4,2,6,6,6,0.46
4472,5,7,5,3,4,5,6,9,4,7,5,2,5,3,7,4,7,6,7,6,0.545
4473,7,6,4,5,2,5,6,1,8,2,5,7,4,4,3,3,2,2,2,2,0.39
4474,5,4,3,3,9,6,3,5,8,5,6,5,2,4,4,8,6,3,6,4,0.495
4475,2,7,8,7,5,7,6,2,5,2,4,6,6,4,11,6,5,5,1,4,0.525
4476,6,7,5,6,8,3,7,6,6,5,5,7,4,5,4,2,5,6,6,4,0.56
4477,6,7,7,5,8,4,5,3,2,10,6,5,6,6,7,9,6,3,6,5,0.59
4478,5,4,8,4,3,6,4,3,8,3,4,0,10,7,4,6,3,4,6,6,0.49
4479,3,3,8,3,6,3,5,5,6,4,6,3,5,8,5,6,5,6,8,4,0.51
4480,5,6,5,11,6,7,3,5,1,6,5,3,4,1,3,4,6,4,4,3,0.505
4481,5,8,3,3,5,2,4,5,5,6,4,5,5,4,7,6,3,7,4,6,0.465
4482,3,4,8,5,7,5,6,9,4,5,5,5,6,4,6,4,2,4,5,5,0.525
4483,7,5,3,10,5,3,5,7,7,4,4,6,5,5,3,3,5,4,2,3,0.48
4484,5,5,8,6,5,6,2,4,6,7,5,3,7,6,2,4,4,6,3,3,0.5
4485,4,4,7,6,7,5,2,8,2,4,5,7,4,4,9,2,6,5,9,5,0.535
4486,6,5,4,5,5,7,2,3,3,6,10,5,1,3,7,7,5,8,7,6,0.535
4487,6,6,0,3,12,8,3,2,5,2,7,3,7,5,5,7,6,3,6,3,0.52
4488,4,4,4,7,3,4,5,2,3,6,8,7,5,4,6,8,5,4,4,4,0.465
4489,4,5,5,5,7,6,4,1,3,2,4,8,4,4,6,3,4,6,5,8,0.49
4490,1,4,10,6,7,3,3,3,7,9,4,2,5,5,6,3,7,7,7,4,0.52
4491,3,4,2,5,7,5,3,6,4,2,4,7,6,5,5,6,6,11,4,8,0.52
4492,4,5,9,2,1,3,1,5,4,6,5,11,6,6,7,4,2,6,5,9,0.54
4493,7,7,3,4,5,4,4,2,1,6,2,3,3,4,2,9,3,6,3,3,0.395
4494,6,1,9,4,7,5,3,7,3,2,4,5,3,6,7,10,3,6,5,4,0.53
4495,7,6,5,3,5,4,6,2,2,8,3,4,3,2,3,4,7,5,6,4,0.45
4496,7,5,9,5,6,3,7,4,9,7,6,6,6,1,4,7,9,10,2,9,0.62
4497,1,9,5,3,2,5,4,5,3,9,4,3,7,5,8,4,7,5,4,5,0.51
4498,9,1,8,5,3,5,8,7,2,5,4,6,5,4,4,6,5,6,8,9,0.58
4499,3,10,5,5,3,6,7,8,4,3,4,3,2,3,4,4,5,3,4,5,0.455
4500,3,4,5,4,8,3,2,3,8,3,6,3,5,6,4,4,6,3,8,4,0.455
4501,4,2,6,8,3,5,5,5,5,5,5,1,6,2,9,4,4,4,3,3,0.45
4502,6,5,2,2,6,4,3,5,6,3,1,7,8,7,5,6,5,6,2,6,0.52
4503,4,7,5,4,3,3,8,3,2,4,7,5,5,6,5,5,6,3,1,7,0.46
4504,2,8,4,4,8,4,3,5,7,5,5,6,3,4,6,2,5,4,4,5,0.515
4505,4,3,5,3,3,4,5,7,4,8,2,8,4,7,4,8,6,4,7,7,0.55
4506,3,7,7,6,3,3,5,2,3,5,5,4,6,8,5,4,2,4,6,6,0.47
4507,8,9,3,6,8,8,8,5,3,2,5,6,5,5,6,6,7,4,4,6,0.58
4508,4,5,4,4,6,5,8,6,7,5,1,4,4,4,5,4,5,1,4,4,0.425
4509,6,2,4,2,1,7,6,5,5,4,9,2,3,7,5,2,15,5,4,0,0.47
4510,3,10,6,5,8,7,6,3,8,4,5,6,7,6,3,6,3,3,5,6,0.575
4511,4,6,8,5,5,4,5,5,5,4,3,5,5,4,3,9,4,6,8,7,0.535
4512,3,4,4,6,5,5,6,12,3,3,2,5,4,2,4,5,2,10,7,6,0.49
4513,4,8,6,5,2,3,6,3,7,4,4,9,7,7,6,3,6,4,5,5,0.585
4514,6,7,7,4,4,3,4,8,9,5,4,8,6,5,4,7,3,4,6,6,0.585
4515,6,6,3,2,4,4,3,5,6,11,6,4,5,3,6,5,7,2,4,2,0.45
4516,4,4,4,6,4,4,4,3,5,6,4,6,4,6,4,3,4,9,7,8,0.495
4517,4,3,6,6,2,4,4,4,5,7,6,4,5,4,8,4,3,6,5,5,0.47
4518,5,4,2,2,2,2,4,8,9,3,3,3,6,6,6,4,4,7,3,5,0.42
4519,5,5,6,7,1,7,2,4,3,1,4,3,4,2,6,5,4,5,8,3,0.42
4520,3,6,7,2,3,1,4,3,8,9,3,0,6,5,3,7,7,3,8,6,0.46
4521,3,7,5,5,7,5,6,5,4,2,5,6,8,4,4,3,10,3,8,7,0.56
4522,6,5,4,3,6,3,7,6,14,5,3,8,4,6,4,1,3,5,8,4,0.535
4523,5,4,7,5,3,1,5,3,8,3,7,8,5,5,7,6,6,6,3,5,0.51
4524,3,7,6,8,7,3,3,5,5,5,3,3,4,4,4,5,5,8,1,6,0.47
4525,5,9,4,8,8,5,3,6,4,7,5,2,5,7,3,4,2,4,7,5,0.525
4526,6,1,7,4,2,5,7,2,6,9,5,7,4,2,5,3,5,7,5,6,0.5
4527,4,7,3,8,9,5,6,6,3,6,3,6,3,4,7,6,7,3,3,7,0.545
4528,4,1,2,7,15,4,6,3,4,3,6,6,4,6,4,8,7,4,2,3,0.495
4529,1,6,2,4,4,5,7,2,8,3,3,3,10,7,6,6,7,11,11,2,0.565
4530,6,6,7,3,8,6,6,4,6,5,5,6,6,4,4,5,3,5,5,6,0.555
4531,5,2,9,4,5,8,6,5,5,3,7,11,7,4,4,6,3,6,0,3,0.52
4532,5,4,8,3,4,3,9,1,2,5,7,3,7,2,7,5,1,7,3,4,0.495
4533,2,4,11,4,6,7,5,4,5,5,9,3,6,9,3,6,4,3,7,3,0.545
4534,5,7,5,4,1,3,3,3,7,8,3,7,3,5,4,5,3,6,4,6,0.48
4535,3,7,5,5,6,8,5,3,1,3,4,5,6,0,2,1,1,1,7,1,0.415
4536,3,6,6,4,4,8,3,9,6,5,6,4,3,3,5,3,5,4,4,2,0.49
4537,8,7,1,4,6,6,3,3,4,4,8,2,8,5,3,8,3,3,3,3,0.455
4538,5,2,3,5,8,6,4,3,8,7,4,8,4,6,5,6,5,4,4,3,0.505
4539,2,6,2,4,7,1,4,7,4,2,2,3,9,6,5,7,7,3,9,5,0.47
4540,6,4,5,5,5,6,3,4,4,2,3,4,3,5,4,9,9,5,3,5,0.515
4541,4,5,6,3,4,6,9,3,4,7,5,4,5,3,3,4,3,3,5,6,0.515
4542,4,8,11,5,7,5,7,4,3,3,3,4,6,7,5,10,6,5,9,6,0.62
4543,5,2,6,6,9,4,0,3,5,3,7,4,6,5,7,6,6,4,5,6,0.495
4544,5,7,7,6,5,1,3,7,6,7,3,2,5,3,3,3,5,2,6,4,0.495
4545,4,4,2,3,3,10,5,3,8,5,7,3,6,5,3,6,7,4,4,4,0.48
4546,4,4,4,3,3,3,11,4,3,6,4,5,4,5,4,3,6,3,5,5,0.45
4547,6,5,3,4,7,5,4,5,6,4,5,4,6,8,3,4,5,4,5,3,0.5
4548,4,3,7,7,2,7,2,5,6,0,12,2,3,5,5,3,4,4,6,6,0.445
4549,7,7,6,6,7,5,3,6,5,6,5,4,4,3,9,3,4,3,6,2,0.505
4550,4,4,6,4,4,9,6,6,5,3,7,5,4,4,3,2,6,4,12,7,0.535
4551,4,5,5,6,5,6,3,2,5,8,6,5,4,3,4,5,3,5,4,3,0.505
4552,3,5,4,4,5,4,1,3,5,9,5,1,8,4,6,1,10,3,8,3,0.51
4553,8,8,3,3,3,7,5,7,5,3,7,7,5,4,4,5,5,3,5,7,0.525
4554,3,1,8,3,3,5,3,2,6,4,9,4,9,6,5,4,5,5,6,6,0.48
4555,5,3,6,5,2,3,5,6,6,6,8,3,6,6,6,7,2,4,4,4,0.475
4556,2,3,5,2,4,4,3,7,11,2,4,8,3,6,6,5,5,1,9,6,0.52
4557,6,4,3,7,3,9,4,5,3,8,4,4,6,8,7,2,4,6,6,4,0.52
4558,1,2,6,9,6,4,7,8,5,6,6,7,4,2,2,2,4,4,5,6,0.49
4559,5,5,3,7,4,9,5,1,6,7,2,4,7,6,2,3,4,2,1,7,0.425
4560,6,2,4,6,2,2,7,6,2,7,9,3,8,8,4,2,3,6,4,6,0.5
4561,5,3,4,5,5,9,6,6,8,5,3,3,3,5,8,5,2,2,5,7,0.5
4562,1,8,1,5,9,10,1,6,5,5,6,3,5,6,5,4,8,9,6,1,0.52
4563,5,4,4,6,3,6,4,4,6,4,2,4,6,8,4,7,4,3,3,5,0.455
4564,3,5,4,5,2,6,5,5,9,5,5,5,1,3,7,8,3,2,5,4,0.445
4565,5,8,5,6,7,6,6,8,3,6,5,4,4,6,5,5,6,3,6,6,0.585
4566,2,3,4,7,4,4,9,9,6,6,8,5,5,8,3,8,3,3,3,9,0.58
4567,7,5,11,7,0,2,4,0,4,6,4,4,4,5,7,3,5,6,10,5,0.515
4568,4,2,6,6,3,9,5,5,2,5,3,4,3,4,5,2,9,7,5,6,0.47
4569,6,6,6,3,9,6,5,5,6,4,4,6,4,6,5,8,4,3,7,2,0.53
4570,4,5,5,9,4,6,5,4,4,4,5,4,7,5,6,2,5,5,2,5,0.48
4571,5,7,4,2,2,1,5,4,3,2,6,3,6,4,4,5,9,4,3,5,0.42
4572,4,6,2,4,5,2,2,2,3,8,3,9,2,5,4,5,5,4,2,5,0.405
4573,5,8,7,5,6,5,9,4,4,6,5,4,2,4,5,3,2,1,8,5,0.52
4574,4,7,11,6,5,3,3,0,3,8,5,6,4,7,5,4,1,7,2,7,0.5
4575,4,5,7,6,4,1,4,2,2,6,3,4,3,6,4,8,5,4,5,3,0.43
4576,12,5,6,2,5,4,2,5,3,4,3,7,5,4,4,8,2,6,6,4,0.485
4577,5,6,6,8,8,2,7,4,2,2,6,6,8,2,4,9,7,6,9,2,0.57
4578,8,11,2,2,8,2,4,4,6,8,5,7,5,5,7,7,5,2,7,6,0.575
4579,8,10,1,7,6,4,1,4,5,4,6,3,3,2,3,5,4,7,6,3,0.455
4580,3,5,6,4,6,4,8,9,1,5,8,5,4,6,4,5,5,12,3,4,0.545
4581,9,6,9,3,8,6,2,5,3,3,7,5,5,7,8,6,6,5,4,2,0.58
4582,4,5,2,5,10,7,5,2,6,12,8,7,2,3,1,10,5,5,2,4,0.55
4583,6,8,5,3,6,3,8,6,4,6,7,3,8,4,5,5,5,7,6,7,0.59
